"business"
	中国航空工业第一集团公司沈阳空气动力研究所	
	中富（沈阳）实业有限公司	
	协和房地产(沈阳)有限公司	
	欧美亚企业集团国际汽车销售服务有限公司	
	汪红	
	沈阳七方房产开发有限公司	
	沈阳万佳日丰房产开发有限公司	
	沈阳万恒鸿基房地产开发有限公司	
	沈阳万科新墅置业有限公司	
	沈阳万科永达房地产开发有限公司	
	沈阳三得房地产开发有限公司	
	沈阳世博置地房产开发有限公司	
	沈阳世豪房地产开发有限公司	
	沈阳世鸿房地产开发有限公司	
	沈阳东亚富友房地产开发有限公司	
	沈阳东信房地产开发有限公司	
	沈阳东北金城房地产开发有限公司	
	沈阳东宇房产开发有限公司	
	沈阳东泰新热源发展有限责任公司	
	沈阳东环置业有限公司	
	沈阳东腾物资材料有限公司	
	沈阳中和房产置业有限公司	
	沈阳中怡房地产开发有限公司	
	沈阳中油南科实业有限公司	
	沈阳中远颐和房地产开发有限公司	
	沈阳中鼎房地产开发有限公司	
	沈阳于洪城建综合开发有限公司	
	沈阳亿达房地产有限公司	
	沈阳佳润房屋开发有限公司	
	沈阳保利溪岸房地产开发有限公司	
	沈阳信盟房地产开发有限责任公司	
	沈阳储运集团物流配送有限公司	
	沈阳先进制造技术产业发展有限责任公司	
	沈阳农机汽车工业集团有限公司	
	沈阳凯厦房地产开发有限责任公司	
	沈阳创新房屋开发有限公司	
	沈阳利鑫房地产开发有限公司	
	沈阳加华房地产投资发展有限公司	
	沈阳加州阳光花园房屋开发有限公司	
	沈阳化工学院	
	沈阳北碳密封有限公司	
	沈阳北陵房产开发有限公司	
	沈阳千缘房地产投资集团有限公司	
	沈阳华宇天成房地产开发有限公司	
	沈阳华怡伟业房地产开发有限公司	
	沈阳华新国际城市发展有限公司	
	沈阳华新联美置业有限公司	
	沈阳华海房屋开发有限公司	
	沈阳华银房地产开发有限公司	
	沈阳华锐世纪投资发展有限公司	
	沈阳博隆置业有限公司	
	沈阳友佳房地产开发有限公司	
	沈阳和鸿地产发展有限公司	
	沈阳品格房地产开发有限公司	
	沈阳唐州房产开发有限公司	
	沈阳国瑞嘉合房屋开发有限公司	
	沈阳圣菲亚房地产开发有限公司	
	沈阳大显房地产开发有限公司	
	沈阳天地房地产开发有限公司	
	沈阳天大房屋开发有限公司	
	沈阳天祺房地产开发有限公司	
	沈阳天阔华城房地产开发有限公司	
	沈阳威信产业集团股份有限公司	
	沈阳宏发房屋开发有限公司	
	沈阳富禹房屋开发有限公司	
	沈阳居易置业有限公司	
	沈阳展业置地有限公司	
	沈阳巨臣房屋开发有限公司	
	沈阳市东陵区土地房屋开发公司	
	沈阳市于洪区北陵乡小韩屯村民委员会	
	沈阳市兴和房屋开发有限公司	
	沈阳市和兴房地产开发有限公司	
	沈阳市和泰房地产开发有限公司	
	沈阳市城建房地产开发集团有限公司	
	沈阳市大禹房屋开发有限公司	
	沈阳市宏建房屋开发有限公司	
	沈阳市宏达房地产开发经营有限责任公司	
	沈阳市恒达房屋开发有限公司	
	沈阳市房地产开发建设有限公司	
	沈阳市房屋土地技术开发有限公司	
	沈阳市振达房地产开发有限公司	
	沈阳市新城房地产开发有限公司	
	沈阳市新家庭房地产开发有限公司	
	沈阳市沈南房屋开发有限责任公司	
	沈阳市沈房房地产开发有限公司	
	沈阳市陵东房屋开发有限公司	
	沈阳市鹏程房屋开发有限公司	
	沈阳庆惠房地产开发有限公司	
	沈阳建勋房地产开发有限责任公司	
	沈阳弘景房屋开发有限公司	
	沈阳德信房地产开发有限公司	
	沈阳恩勇房地产开发有限公司	
	沈阳新北热电有限责任公司	
	沈阳新华恒业置业有限责任公司	
	沈阳新湖房地产开发有限公司	
	沈阳昌鑫置业投资有限公司	
	沈阳明华房屋开发有限公司	
	沈阳晋斯置业有限公司	
	沈阳格林制药有限公司	
	沈阳格林豪森世华房地产开发有限公司	
	沈阳格林豪森房地产开发有限公司	
	沈阳正大世纪房地产开发有限公司	
	沈阳民安房地产开发股份有限公司	
	沈阳永嘉特尔房地产开发有限公司	
	沈阳永来房地产有限公司	
	沈阳汇友实业发展有限公司	
	沈阳汉旦城房地产开发有限公司	
	沈阳沈水机械设备有限公司	
	沈阳泰丰房地产开发有限公司	
	沈阳泰盈房产开发有限公司	
	沈阳浅草绿阁置业发展有限公司	
	沈阳液压件制造有限公司	
	沈阳滑翔机制造厂	
	沈阳瀚博房地产开发有限公司	
	沈阳瑰玮房地产开发有限公司	
	沈阳百田房产开发有限公司	
	沈阳皇朝万鑫房屋开发有限公司	
	沈阳祥和房屋开发有限公司	
	沈阳祥桦房地产开发有限公司	
	沈阳福兴房地产开发有限公司	
	沈阳福卿房地产开发有限公司	
	沈阳福运房地产开发有限公司	
	沈阳科锐特砂轮有限责任公司	
	沈阳穗港房地产投资开发有限公司	
	沈阳立川房屋开发有限公司	
	沈阳维华房屋开发有限公司	
	沈阳翔凤房地产(集团)有限公司	
	沈阳翰文房地产开发有限公司	
	沈阳艾斯德电气系统有限公司	
	沈阳英特纳房产开发有限公司	
	沈阳诚发展房地产开发有限公司	
	沈阳赛斯房地产有限公司	
	沈阳赛维莱房产开发有限公司	
	沈阳运恒房产开发有限公司	
	沈阳远同房地产开发有限公司	
	沈阳远大压缩机有限公司	
	沈阳重型华扬机械有限公司	
	沈阳金域房地产开发有限公司	
	沈阳金方圆房产开发有限公司	
	沈阳金源房屋开发有限公司	
	沈阳金狮座房屋开发有限公司	
	沈阳金路房屋开发有限公司	
	沈阳鑫丰房产开发有限公司	
	沈阳铁富房地产开发有限公司	
	沈阳铭尊置业有限公司	
	沈阳鸿发展房地产开发有限公司	
	沈阳鸿基伟业房地产开发有限公司	
	沈阳鹏盛房地产开发有限公司	
	沈阳鼎业房地产开发有限公司	
	沈阳龙彪房地产开发有限公司	
	爱斯阿尔房产开发（沈阳）有限公司	
	王氏置业(沈阳)有限公司	
	自建自用房	
	辽宁万聚隆房地产有限责任公司	
	辽宁三通房地产开发有限公司	
	辽宁三鑫房地产开发有限公司	
	辽宁世代房地产开发有限公司	
	辽宁东大房地产开发有限公司	
	辽宁东川房地产开发有限公司	
	辽宁东海房屋土地开发有限公司	
	辽宁中地海外建设有限公司	
	辽宁中海房地产开发有限公司	
	辽宁丰大房屋开发有限公司	
	辽宁之星汽车维修服务有限公司	
	辽宁九鼎房地产开发有限公司	
	辽宁先锋房地产开发有限公司	
	辽宁凤祥房地产开发有限责任公司	
	辽宁凯兴房屋开发有限公司	
	辽宁北信房地产开发有限公司	
	辽宁华峰房地产开发有限公司	
	辽宁华特美房地产开发有限公司	
	辽宁华诚房地产开发有限公司	
	辽宁华龙房地产开发有限公司	
	辽宁博达房地产开发有限责任公司	
	辽宁嘉润房地产开发有限公司	
	辽宁天泰大学城房地产开发有限公司	
	辽宁安宇房地产开发有限公司	
	辽宁宏伟金都房地产开发有限公司	
	辽宁宝立房产开发有限责任公司	
	辽宁容川房地产发展有限公司	
	辽宁富元房地产开发有限公司	
	辽宁年华房地产开发有限公司	
	辽宁弘浩房地产开发有限公司	
	辽宁德隆房屋开发有限公司	
	辽宁恒泰房屋开发有限公司	
	辽宁恒生房地产开发有限公司	
	辽宁新金生房地产开发有限公司	
	辽宁昊宇房地产开发有限公司	
	辽宁昊岳房地产开发有限公司	
	辽宁明美丽苑房地产开发有限公司	
	辽宁晟益房屋开发有限公司	
	辽宁正邦房地产有限公司	
	辽宁汇宝国际投资集团有限公司	
	辽宁泽龙房地产开发有限公司	
	辽宁海天房地产开发有限公司	
	辽宁海特房屋开发有限公司	
	辽宁渥尔夫房地产开发有限公司	
	辽宁瑞丰房屋开发有限公司	
	辽宁益民房地产开发有限公司	
	辽宁盟昌房地产开发有限公司	
	辽宁省房屋开发服务公司	
	辽宁省省直房地产开发总公司	
	辽宁示范房产开发有限公司	
	辽宁祥瑞房地产开发有限公司	
	辽宁秦泰制衣有限公司	
	辽宁筑成地产发展有限公司	
	辽宁红田房屋开发有限公司	
	辽宁融泰房地产开发有限责任公司	
	辽宁迈达房地产开发有限公司	
	辽宁金海园房屋开发有限公司	
	辽宁高校后勤集团房地产开发有限公司	
	辽宁鸿基房地产开发有限公司	
	辽宁鼎泰房地产发展有限公司	
	阳光一百置业（辽宁）有限公司	
""
SEW-传动设备（沈阳）有限公司
万信达（广州）房地产有限公司
万利房地产开发（广东）有限公司
万昌印刷包装（沈阳）有限公司
万祥置业（沈阳）有限公司
万菱实业（广东）有限公司
万裕(南京)房地产开发有限公司
三一（珠海）置业有限公司
三橡有限公司
三隆房产开发有限公司
上海大世界（集团）长春房地产开发有限公司
上海总统房地产发展有限公司沈阳分公司
上海绿地集团长春置业有限公司
世贸广场（沈阳）置业有限公司
东北制药集团股份有限公司
东北四联经济开发股份有限公司房地产开发公司
东北工程承包公司
东北电力科学研究院
东北金城房地产开发总公司
东胜房地产开发集团有限公司
东西汇（横琴）发展有限公司
东软集团有限公司
中交南方投资发展有限公司
中交四航局第二工程有限公司
中交地产南京有限公司
中交石家庄房地产开发有限公司
中交第四航务工程局有限公司
中信泰富瘦西湖房地产扬州有限公司
中信泰富（扬州）置业有限公司
中共辽宁省委办公厅房产处
中冶东北建设（沈阳）置业有限公司
中冶新奥(长春)房地产开发有限公司
中冶置业南京有限责任公司
中华人民共和国沈阳出入境检验检疫局
中华人民共和国沈阳海关
中南世纪城（沈阳）房地产开发有限公司
中合沈阳置业有限公司
中国人民政治协商会议辽宁省委员会办公厅
中国人民解放军总参谋部通信工程设计研究所
中国人民解放军沈阳军区司令部管理局
中国人民解放军沈阳军区政治部沈阳第三离职干部休养所
中国人民解放军沈阳军区空军老干部住房建设办公室
中国共产党沈阳市纪律检查委员会
中国农业银行辽宁省分行
中国农房公司沈阳公司
中国南方航空集团公司
中国南航集团建设开发有限公司
中国城市建设控股集团吉林投资有限公司
中国对外建设总公司沈阳公司
中国电子物资东北公司
中国石化销售有限公司东北辽宁分公司
中国科学院沈阳科学仪器研制中心有限公司
中国科学院自动化研究所
中国科学院金属研究所
中国第一汽车集团公司
中国联通有限公司辽宁分公司
中国航空工业第一集团公司沈阳空气动力研究所
中天城投集团江苏置业有限公司
中富（沈阳）实业有限公司
中惠（南京）房地产开发有限公司
中房联合投资集团河北房地产开发有限公司
中房集团辽宁置业有限公司
中星地产投资（广州）有限公司
中机农业发展投资有限公司
中海发展（广州）有限公司
中海地产(沈阳)有限公司
中海地产（沈阳）有限公司
中海地产（珠海）有限公司
中海宏洋地产（扬州）有限公司
中电河北房地产开发有限公司
中电科鹿泉房地产开发有限公司
中粮地产南京有限公司
中粮祥云置业南京有限公司
中粮鸿云置业南京有限公司
中耀房地产开发（沈阳）有限公司
中色发展投资有限公司
中铁九局集团沈阳房屋开发有限公司
中铁十九局集团（沈阳）房地产开发有限公司
中铁十四局集团房地产开发有限公司
中铁建投未来城（珠海）置业有限公司
中铁建投珠海城市开发有限公司
中铁房地产集团南京江宁置业有限公司
中铁房地产集团广州有限公司
中铁房地产集团江苏置业有限公司
中铁置业集团长春房地产开发有限公司
中铁置业（广州）有限公司
中青旅江苏置业有限公司
丽水市宏兴房地产开发南京有限公司
丽水市宏兴房地产开发有限公司南京分公司
乐凯（沈阳）科技产业有限责任公司
乐天荣光地产（沈阳）有限公司
二十一世纪房屋开发（沈阳）有限公司
于洪区房地产开发总公司
于洪区第二房屋开发公司
五矿地产南京有限公司
五矿地产（沈阳）有限公司
五矿置业（沈阳）有限公司
亚产（沈阳）房地产开发有限公司
亚工恒业集团安远房地产开发有限公司
交通银行股份有限公司沈阳分行
仁恒投资（南京）有限公司
从化兴利房地产开发有限公司
从化国泰天彤房地产开发有限公司
从化市兴丰贸易有限公司
从化市峻敏物业有限公司
从化市惠中实业有限公司
从化市栩辉实业有限公司
从化市河东房地产开发有限公司
从化新创展房地产开发有限公司
从都国际企业有限公司
传奇电气（沈阳）有限公司
佳兆业地产（辽宁）有限公司
侨鑫集团有限公司
俊明企业管理（辽宁）有限公司
保利(沈阳)房地产开发有限公司
保利增城房地产开发有限公司
保利广州房地产开发有限公司
保利房地产（集团）股份有限公司
保利江苏房地产发展有限公司
保利达地产佳伴（沈阳）有限公司
保利达地产（沈阳）高悦有限公司
保利（长春）恒富房地产开发有限公司
信和凯峻（沈阳）置地有限公司
光明房地产集团股份有限公司
兴进（沈阳）房地产开发有限公司
农工商房地产（集团）扬州明旺置业有限公司
凯荣置业（沈阳）有限公司
创意产业园（沈阳）房地产开发有限公司
北京京铁房地产开发有限公司石家庄分公司
北京景旭房地产开发有限公司
北汤国际康养小镇开发有限公司
