["碧桂园十里江湾", "113.722577", "22.834046", "东莞市", [], "广东省东莞市碧桂园"]
["美域公馆", "113.990913", "22.968756", "东莞市", [], "广东省东莞市美域公馆"]
["碧桂园星钻", "113.408889", "22.342678", "中山市", [], "广东省中山市碧桂园"]
["锦绣国际花城四期", "113.453835", "22.273653", "中山市", [], "广东省中山市锦绣国际花城"]
["佳兆业上品雅园", "113.532494", "22.50327", "中山市", "", "南湖路1号"]
["金凯乐花园", "113.450347", "22.360245", "中山市", "", "景观大道鹤塘路3号"]
["旺南世贸中心", "113.737698", "23.007498", "东莞市", [], "广东省东莞市旺南世贸中心"]
["信业尚悦湾", "113.475995", "22.618743", "中山市", [], "广东省中山市信业尚悦湾"]
["香滨水岸", "113.358156", "22.504613", "中山市", "", "华光路91号（中山二桥南侧）"]
["平深星悦汇", "113.942418", "23.012556", "东莞市", "", "东坑大道北236号"]
["光大山湖城", "113.825458", "22.929366", "东莞市", [], "广东省东莞市光大山湖城"]
["金地•仟百汇", "114.089056", "22.835528", "东莞市", [], "广东省东莞市金地仟百汇"]
["汇景风华", "114.07854", "22.90621", "东莞市", "", "樟深路汇景风华"]
["绿地长滩", "121.375448", "31.850396", "南通市", "", "洞庭湖路绿地长滩"]
["尚怡雅筑", "113.476854", "22.537613", "中山市", [], "广东省中山市尚怡雅筑"]
["润达幸福汇三期", "113.363485", "22.544918", "中山市", [], "广东省中山市幸福汇"]
["利丰中央华府", "113.675144", "22.949401", "东莞市", [], "广东省东莞市中央华府"]
["松湖朗悦", "114.080629", "22.891859", "东莞市", [], "广东省东莞市松湖"]
["合和晓峰苑", "113.427283", "22.336813", "中山市", "", "广东省中山市G105(京珠线)谷都大道929号"]
["万科翡翠东第", "120.824043", "32.06876", "南通市", "", "长泰路与新华路交叉口"]
["新壹城华府", "113.678295", "23.012473", "东莞市", "", "广深高速道滘出口旁,(振兴路与中心环路交汇处）"]
["鸿华•I尚城", "114.068382", "23.031413", "东莞市", [], "广东省东莞市鸿华i尚城"]
["万科中央公园", "113.928346", "22.936086", "东莞市", [], "广东省东莞市万科中央公园"]
["三合院", "113.404601", "22.481874", "中山市", "", "长命水村长富花苑66号"]
["德盛尚峰", "113.855442", "23.070236", "东莞市", "", "石大公路德盛尚峰"]
["德洲城一期", "114.098812", "22.839625", "东莞市", [], "广东省东莞市德洲城一期"]
["万科柏悦湾", "113.452420", "22.512260", "中山市", [], "广东省中山市柏悦湾"]
["方直香山墅", "113.516438", "22.550302", "中山市", "", "东镇东二路30号"]
["钜隆碧琴湾", "113.661672", "23.009297", "东莞市", [], "广东省东莞市钜隆碧琴湾"]
["远南曦湾邸", "113.395468", "22.567428", "中山市", "", "港口镇木河迳东路16号"]
["君悦蓝庭", "114.009086", "22.915148", "东莞市", [], "广东省东莞市君悦蓝庭"]
["汉唐蜜园", "113.717183", "22.979432", "东莞市", [], "广东省东莞市汉唐蜜园"]
["嘉华星际湾", "113.862979", "23.097325", "东莞市", [], "广东省东莞市嘉华星际湾"]
["臻园", "113.565006", "23.057981", "东莞市", "", "兴华路12号"]
["雅居乐畔山中心城", "113.444493", "22.379216", "中山市", [], "广东省中山市中心城"]
["万象府", "113.735065", "22.994658", "东莞市", "", "宏图路万象府"]
["盛和豪园", "114.160303", "22.842116", "东莞市", [], "广东省东莞市盛和豪园"]
["金邑林居", "113.409245", "22.34223", "中山市", "", "谷都大道1416号"]
["天麟天瑞", "113.923322", "22.937032", "东莞市", [], "广东省东莞市天麟天瑞"]
["正中峰璟湾", "113.824579", "22.815837", "东莞市", "", "德政中路与107国道交汇处"]
["中庄翠庭", "113.333118", "22.563376", "中山市", [], "广东省中山市中庄"]
["招商雍景湾", "113.98018", "23.027425", "东莞市", "", "北环路招商雍景湾"]
["嘉宏锦时", "113.828154", "23.111686", "东莞市", "", "银河北路嘉宏锦时"]
["华悦名苑", "113.674790", "23.093534", "东莞市", [], "广东省东莞市华悦名苑"]
["清溪国际公馆", "114.169363", "22.844444", "东莞市", [], "广东省东莞市清溪"]
["松湖碧桂园•天钻", "114.080629", "22.891859", "东莞市", [], "广东省东莞市松湖"]
["富盈山水华庭", "113.994885", "22.945542", "东莞市", [], "广东省东莞市山水华庭"]
["凤岗碧桂园", "114.149730", "22.754631", "东莞市", [], "广东省东莞市凤岗"]
["融创东城首府", "113.447284", "22.554354", "中山市", "", "沙边路南50号"]
["江畔豪庭", "113.671534", "23.088772", "东莞市", [], "广东省东莞市江畔豪庭"]
["三正瑞士公馆", "113.870675", "22.996451", "东莞市", [], "广东省东莞市三正"]
["古镇雅居乐花园", "113.204511", "22.612930", "中山市", [], "广东省中山市古镇"]
["礼顿金御海湾", "113.617640", "22.823621", "东莞市", [], "广东省东莞市礼顿金御海湾"]
["名巨中央花园", "113.958330", "23.044545", "东莞市", [], "广东省东莞市名巨中央花园"]
["华立凯旋新城", "113.336561", "22.73437", "中山市", "", "新丰北路83号"]
["誉景名居", "113.967620", "22.950132", "东莞市", [], "广东省东莞市誉景名居"]
["汇豪万秀豪庭", "113.349179", "22.495174", "中山市", "", "南外环路汇豪万秀豪庭"]
["首铸御峰华庭", "113.795092", "22.816002", "东莞市", "", "梅园路9号"]
